id,organisation_name,channel_name,address,block_number,street_name,building_name,postcode,latitude,longitude,operating_hours,contact,website,categories_accepted,type,remarks,channel_of_reuse,
108,ALBA E-waste Smart Recycling Pte Ltd,Sembawang Mart,"511 Canberra Road, Sembawang Mart, Main Lobby, Singapore 750511",511,Canberra Road,"Sembawang Mart, Main Lobby",750511,1.45361014432056,103.819625588635,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
109,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ Canberra,"105 Canberra St, East Brook @ Canberra, #02-05, Common Corridor, Singapore 750105",105,Canberra St,"East Brook @ Canberra, #02-05, Common Corridor",750105,1.44885564679911,103.832409172149,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
110,ALBA E-waste Smart Recycling Pte Ltd,Canberra Plaza,"133 Canberra View, Level 1, Singapore 750133",133,Canberra View,"Canberra Plaza, Level 1",750133,1.44349544527985,103.830345369213,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
111,ALBA E-waste Smart Recycling Pte Ltd,Tanjong Pagar CC,"101 Cantonment Road, Singapore 89774",101,Cantonment Road,Tanjong Pagar CC,89774,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
112,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 29B Chai Chee Avenue,"29B Chai Chee Avenue, #01-62, Singapore 462029",29B,Chai Chee Avenue,"29B Chai Chee Avenue, #01-62",462029,1.32416223531658,103.923989283543,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
113,ALBA E-waste Smart Recycling Pte Ltd,Decathlon @ Bedok,"750A Chai Chee Road, #01-01, Singapore 469001",750A,Chai Chee Road,"ESR BizPark, #01-01",469001,1.32297820248267,103.922124606113,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
114,ALBA E-waste Smart Recycling Pte Ltd,Harvey Norman @ Viva Business Park,"750B Chai Chee Road #01-01 to 06, to 12, #02-02 to 06 Business Park, #01-09, In-Store, Singapore 469002",750B,Chai Chee Road,"Viva Business Park, #01-01 to 06 to 12, #02-02 to 06 Business Park, #01-09, In-Store",469002,1.32315929785489,103.920979980235,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
115,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 8 Changi Business Park Ave 1,"8 Changi Business Park Ave 1, #01-51 &, #02-51, Level 2 Back Of Store, Singapore 486018",8,Changi Business Park Ave 1,"8 Changi Business Park Ave 1, #01-51 &, #02-51, Level 2 Back Of Store",486018,1.33475576593445,103.963894012338,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
116,ALBA E-waste Smart Recycling Pte Ltd,Challenger @ Changi City Point,"5 Changi Business Park Central 1, Changi City Point, #01-56, In-Store, Singapore 486038",5,Changi Business Park Central 1,"Changi City Point, #01-56, In-Store",486038,1.33432515969360,103.962389299537,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
117,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Changi City Point,"5 Changi Business Park Central 1, Changi City Point, #B1-09/10/11 , Singapore 486038",5,Changi Business Park Central 1,"Changi City Point, #B1-09/10/11",486038,1.33432515969360,103.962389299537,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
118,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 52 Chin Swee,"52 Chin Swee Rd, #01-25 , Singapore 160052",52,Chin Swee Rd,"52 Chin Swee Rd, #01-25",160052,1.28708278284998,103.841580109275,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
119,ALBA E-waste Smart Recycling Pte Ltd,54 Chin Swee Rd,"54 Chin Swee Road, Singapore 160054",54,Chin Swee Road,,160054,1.28743641379469,103.841175875514,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
120,ALBA E-waste Smart Recycling Pte Ltd,Giant @ Sunshine Place,"475 Choa Chu Kang Ave 3, #01-01, Singapore 680475",475,Choa Chu Kang Ave 3,"Sunshine Place, #01-01",680475,1.37789727709418,103.739015486021,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
121,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Lot 1 Shoppers' Mall,"21 Choa Chu Kang Ave 4, Lot 1 Shoppers' Mall, #B1-03 , Singapore 689812",21,Choa Chu Kang Ave 4,"Lot 1 Shoppers' Mall, #B1-03",689812,1.38506836476439,103.744950378814,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
122,ALBA E-waste Smart Recycling Pte Ltd,Lot One Shoppers' Mall,"21 Choa Chu Kang Ave 4, Walkway Beside Mcdonald's, Walkway Beside Macdonald's, Singapore 689812",21,Choa Chu Kang Ave 4,"Lot One Shoppers' Mall, Walkway Beside Mcdonald's, Walkway Beside Macdonald's",689812,1.38506836476439,103.744950378814,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
123,ALBA E-waste Smart Recycling Pte Ltd,Courts @ Lot One,"21 Choa Chu Kang Ave 4, Lot One, #03-01, Singapore 689812",21,Choa Chu Kang Ave 4,"Lot One, #03-01",689812,1.38506836476439,103.744950378814,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
124,ALBA E-waste Smart Recycling Pte Ltd,Sunshine Place @ 475 Choa Chu Kang Avenue 3,"475 Choa Chu Kang Avenue 3, Walkway Corridor, Singapore 680475",475,Choa Chu Kang Avenue 3,"Sunshine Place, Walkway Corridor",680475,1.37789727709418,103.739015486021,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
125,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore @ Lot One Shoppers' Mall,"21 Choa Chu Kang Avenue 4, Lot One, #03-13, Singapore 689812",21,Choa Chu Kang Avenue 4,"Lot One, #03-13",689812,1.38506836476439,103.744950378814,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
126,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Yew Tee MRT Station,"61 Choa Chu Kang Dr, Yew Tee MRT Station, #01-01 , Singapore 689715",61,Choa Chu Kang Dr,"Yew Tee MRT Station, #01-01",689715,1.39747594171731,103.747418249132,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
127,ALBA E-waste Smart Recycling Pte Ltd,ITE College West,"1 Choa Chu Kang Grove, ITE College West, Block 1, Level 3 Food Canopy, Singapore 688236",1,Choa Chu Kang Grove,"ITE College West, Block 1, Level 3 Food Canopy",688236,1.37490650898361,103.752233735193,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
128,ALBA E-waste Smart Recycling Pte Ltd,Keat Hong CC,"2 Choa Chu Kang Loop, Keat Hong CC, Walkway Corridor, Singapore 689687",2,Choa Chu Kang Loop,"Keat Hong CC, Walkway Corridor",689687,1.38409587235577,103.744949359275,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
129,ALBA E-waste Smart Recycling Pte Ltd,Stagmont View RC,"753 Choa Chu Kang North 5, Singapore 680753",753,Choa Chu Kang North 5,,680753,1.39237534898198,103.746937298788,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
130,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Yew Tee Point,"21 Choa Chu Kang North 6, Yew Tee Point, #B1-01 , Singapore 689578",21,Choa Chu Kang North 6,"Yew Tee Point, #B1-01",689578,1.39708432396576,103.746598000147,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
131,ALBA E-waste Smart Recycling Pte Ltd,Yew Tee CC,"20 Choa Chu Kang Street 52, Yew Tee CC, Main Atrium, Singapore 689286",20,Choa Chu Kang Street 52,"Yew Tee CC, Main Atrium",689286,1.39480564592115,103.744971294739,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
132,ALBA E-waste Smart Recycling Pte Ltd,Woodlands Park NC,"20 Choa Chu Kang Street 52, Singapore 689286",20,Choa Chu Kang Street 52,,689286,1.39480564592115,103.744971294739,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
133,ALBA E-waste Smart Recycling Pte Ltd,Yew Tee Square,"624 Choa Chu Kang Street 62, Yew Tee Square, Rear Entrance, Singapore 680622",624,Choa Chu Kang Street 62,"Yew Tee Square, Rear Entrance",680622,1.39827719583769,103.747182451270,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
134,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Limbang Shopping Centre,"533 Choa Chua Kang St 51, Limbang Shopping Centre, #01-11, Singapore 680533",533,Choa Chua Kang St 51,"Limbang Shopping Centre, #01-11",680533,1.39205953217042,103.743154850655,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
135,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ Circuit Road,"18B Circuit Road, #01-260, Singapore 372018",18B,Circuit Road,"18B Circuit Road, #01-260",372018,1.32918105126141,103.888248441219,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
